date,time,load_act
20240516,1300,3188
20240516,1400,3216
20240516,1500,3213
20240516,1600,3225
20240516,1700,3154
20240516,1800,3120
20240516,1900,3065
20240516,2000,2930
20240516,2100,2785
20240516,2200,2651
20240516,2300,2519
20240517,0,2341
20240517,100,2235
20240517,200,2225
20240517,300,2251
20240517,400,2280
20240517,500,2265
20240517,600,2329
20240517,700,2504
20240517,800,2840
20240517,900,3152
20240517,1000,3279
20240517,1100,3336
20240517,1200,3228
20240517,1300,3311
20240517,1400,3276
20240517,1500,3238
20240517,1600,3230
20240517,1700,3172
20240517,1800,3123
20240517,1900,3060
20240517,2000,2916
20240517,2100,2754
20240517,2200,2631
20240517,2300,2492
20240518,0,2314
20240518,100,2204
20240518,200,2187
20240518,300,2205
20240518,400,2202
20240518,500,2153
20240518,600,2114
20240518,700,2226
20240518,800,2434
20240518,900,2652
20240518,1000,2794
20240518,1100,2874
20240518,1200,2880
20240518,1300,2876
20240518,1400,2838
20240518,1500,2827
20240518,1600,2818
20240518,1700,2807
20240518,1800,2842
20240518,1900,2828
20240518,2000,2715
20240518,2100,2567
20240518,2200,2476
20240518,2300,2378
20240519,0,2224
20240519,100,2122
20240519,200,2112
20240519,300,2134
20240519,400,2134
20240519,500,2053
20240519,600,2004
20240519,700,2135
20240519,800,2271
20240519,900,2394
20240519,1000,2460
20240519,1100,2556
20240519,1200,2538
20240519,1300,2521
20240519,1400,2513
20240519,1500,2547
20240519,1600,2620
20240519,1700,2720
20240519,1800,2812
20240519,1900,2799
20240519,2000,2714
20240519,2100,2577
20240519,2200,2449
20240519,2300,2347
20240520,0,2195
20240520,100,2093
20240520,200,2087
20240520,300,2143
20240520,400,2191
20240520,500,2255
20240520,600,2400
20240520,700,2637
20240520,800,2918
20240520,900,3156
20240520,1000,3109
20240520,1100,3094
20240520,1200,2992
20240520,1300,3147
20240520,1400,3186
20240520,1500,3152
20240520,1600,3192
20240520,1700,3103
20240520,1800,3117
20240520,1900,3086
20240520,2000,2958
20240520,2100,2808
20240520,2200,2686
20240520,2300,2534
20240521,0,2342
20240521,100,2241
20240521,200,2228
20240521,300,2267
20240521,400,2287
20240521,500,2257
20240521,600,2365
20240521,700,2592
20240521,800,2966
20240521,900,3276
20240521,1000,3385
20240521,1100,3480
20240521,1200,3397
20240521,1300,3515
20240521,1400,3540
20240521,1500,3482
20240521,1600,3447
20240521,1700,3334
20240521,1800,3285
20240521,1900,3198
20240521,2000,3045
20240521,2100,2873
20240521,2200,2747
20240521,2300,2597
20240522,0,2394
20240522,100,2270
20240522,200,2243
20240522,300,2270
20240522,400,2286
20240522,500,2281
20240522,600,2336
20240522,700,2484
20240522,800,2826
20240522,900,3112
20240522,1000,3228
20240522,1100,3328
20240522,1200,3248
20240522,1300,3277
20240522,1400,3252
20240522,1500,3217
20240522,1600,3188
20240522,1700,3122
20240522,1800,3120
20240522,1900,3085
20240522,2000,2945
20240522,2100,2786
20240522,2200,2670
20240522,2300,2537
20240523,0,2358
20240523,100,2247
20240523,200,2232
20240523,300,2263
20240523,400,2273
20240523,500,2235
20240523,600,2322
20240523,700,2545
20240523,800,2894
20240523,900,3124
20240523,1000,3187
20240523,1100,3184
20240523,1200,3113
20240523,1300,3219
20240523,1400,3275
20240523,1500,3324
20240523,1600,3315
20240523,1700,3232
20240523,1800,3240
20240523,1900,3190
20240523,2000,3040
20240523,2100,2869
20240523,2200,2731
20240523,2300,2594
20240524,0,2409
20240524,100,2292
20240524,200,2264
20240524,300,2299
20240524,400,2303
20240524,500,2288
20240524,600,2387
20240524,700,2628
20240524,800,3046
20240524,900,3261
20240524,1000,3426
20240524,1100,3508
20240524,1200,3414
20240524,1300,3613
20240524,1400,3654
20240524,1500,3622
20240524,1600,3531
20240524,1700,3331
20240524,1800,3277
20240524,1900,3211
20240524,2000,3053
20240524,2100,2883
20240524,2200,2750
20240524,2300,2607
20240525,0,2401
20240525,100,2268
20240525,200,2227
20240525,300,2238
20240525,400,2226
20240525,500,2167
20240525,600,2142
20240525,700,2238
20240525,800,2403
20240525,900,2590
20240525,1000,2761
20240525,1100,2823
20240525,1200,2838
20240525,1300,2821
20240525,1400,2760
20240525,1500,2701
20240525,1600,2710
20240525,1700,2703
20240525,1800,2734
20240525,1900,2739
20240525,2000,2634
20240525,2100,2507
20240525,2200,2398
20240525,2300,2296
20240526,0,2152
20240526,100,2067
20240526,200,2045
20240526,300,2074
20240526,400,2081
20240526,500,2022
20240526,600,1986
20240526,700,2095
20240526,800,2282
20240526,900,2471
20240526,1000,2549
20240526,1100,2591
20240526,1200,2611
20240526,1300,2594
20240526,1400,2591
20240526,1500,2546
20240526,1600,2558
20240526,1700,2638
20240526,1800,2758
20240526,1900,2803
20240526,2000,2720
20240526,2100,2586
20240526,2200,2460
20240526,2300,2346
20240527,0,2196
20240527,100,2098
20240527,200,2085
20240527,300,2132
20240527,400,2165
20240527,500,2163
20240527,600,2308
20240527,700,2601
20240527,800,2986
20240527,900,3181
20240527,1000,3207
20240527,1100,3247
20240527,1200,3062
20240527,1300,3223
20240527,1400,3336
20240527,1500,3289
20240527,1600,3278
20240527,1700,3237
20240527,1800,3242
20240527,1900,3191
20240527,2000,3055
20240527,2100,2897
20240527,2200,2774
20240527,2300,2632
20240528,0,2450
20240528,100,2327
20240528,200,2300
20240528,300,2332
20240528,400,2352
20240528,500,2386
20240528,600,2545
20240528,700,2781
20240528,800,3156
20240528,900,3413
20240528,1000,3492
20240528,1100,3560
20240528,1200,3433
20240528,1300,3536
20240528,1400,3545
20240528,1500,3507
20240528,1600,3517
20240528,1700,3463
20240528,1800,3439
20240528,1900,3346
20240528,2000,3195
20240528,2100,3032
20240528,2200,2896
20240528,2300,2736
20240529,0,2525
20240529,100,2378
20240529,200,2332
20240529,300,2346
20240529,400,2350
20240529,500,2335
20240529,600,2419
20240529,700,2614
20240529,800,2956
20240529,900,3217
20240529,1000,3319
20240529,1100,3415
20240529,1200,3344
20240529,1300,3454
20240529,1400,3459
20240529,1500,3429
20240529,1600,3413
20240529,1700,3297
20240529,1800,3224
20240529,1900,3166
20240529,2000,3012
20240529,2100,2840
20240529,2200,2696
20240529,2300,2559
20240530,0,2373
20240530,100,2256
20240530,200,2234
20240530,300,2270
20240530,400,2290
20240530,500,2284
20240530,600,2387
20240530,700,2661
20240530,800,3087
20240530,900,3363
20240530,1000,3450
20240530,1100,3526
20240530,1200,3407
20240530,1300,3492
20240530,1400,3475
20240530,1500,3457
20240530,1600,3425
20240530,1700,3324
20240530,1800,3297
20240530,1900,3229
20240530,2000,3076
20240530,2100,2907
20240530,2200,2770
20240530,2300,2630
20240531,0,2443
20240531,100,2313
20240531,200,2272
20240531,300,2289
20240531,400,2309
20240531,500,2350
20240531,600,2476
20240531,700,2691
20240531,800,2981
20240531,900,3163
20240531,1000,3161
20240531,1100,3129
20240531,1200,3088
20240531,1300,3142
20240531,1400,3249
20240531,1500,3186
20240531,1600,3168
20240531,1700,3120
20240531,1800,3117
20240531,1900,3068
20240531,2000,2923
20240531,2100,2766
20240531,2200,2640
20240531,2300,2510
20240601,0,2323
20240601,100,2203
20240601,200,2179
20240601,300,2209
20240601,400,2207
20240601,500,2151
20240601,600,2143
20240601,700,2249
20240601,800,2479
20240601,900,2691
20240601,1000,2899
20240601,1100,3067
20240601,1200,3048
20240601,1300,3032
20240601,1400,2952
20240601,1500,2864
20240601,1600,2838
20240601,1700,2795
20240601,1800,2786
20240601,1900,2792
20240601,2000,2684
20240601,2100,2545
20240601,2200,2431
20240601,2300,2339
20240602,0,2188
20240602,100,2079
20240602,200,2056
20240602,300,2090
20240602,400,2113
20240602,500,2091
20240602,600,2082
20240602,700,2181
20240602,800,2344
20240602,900,2558
20240602,1000,2665
20240602,1100,2731
20240602,1200,2707
20240602,1300,2672
20240602,1400,2681
20240602,1500,2625
20240602,1600,2624
20240602,1700,2722
20240602,1800,2790
20240602,1900,2769
20240602,2000,2687
20240602,2100,2562
20240602,2200,2423
20240602,2300,2315
20240603,0,2170
20240603,100,2072
20240603,200,2068
20240603,300,2113
20240603,400,2153
20240603,500,2174
20240603,600,2284
20240603,700,2505
20240603,800,2845
20240603,900,3169
20240603,1000,3344
20240603,1100,3429
20240603,1200,3333
20240603,1300,3397
20240603,1400,3386
20240603,1500,3367
20240603,1600,3333
20240603,1700,3204
20240603,1800,3128
20240603,1900,3051
20240603,2000,2912
20240603,2100,2758
20240603,2200,2642
20240603,2300,2502
20240604,0,2320
20240604,100,2205
20240604,200,2191
20240604,300,2235
20240604,400,2245
20240604,500,2260
20240604,600,2349
20240604,700,2611
20240604,800,3022
20240604,900,3301
20240604,1000,3364
20240604,1100,3446
20240604,1200,3344
20240604,1300,3421
20240604,1400,3405
20240604,1500,3315
20240604,1600,3274
20240604,1700,3173
20240604,1800,3107
20240604,1900,3048
20240604,2000,2914
20240604,2100,2751
20240604,2200,2624
20240604,2300,2488
20240605,0,2316
20240605,100,2202
20240605,200,2188
20240605,300,2224
20240605,400,2237
20240605,500,2243
20240605,600,2327
20240605,700,2580
20240605,800,2975
20240605,900,3321
20240605,1000,3475
20240605,1100,3540
20240605,1200,3439
20240605,1300,3520
20240605,1400,3499
20240605,1500,3433
20240605,1600,3399
20240605,1700,3279
20240605,1800,3194
20240605,1900,3145
20240605,2000,2998
20240605,2100,2828
20240605,2200,2692
20240605,2300,2556
20240606,0,2355
20240606,100,2240
20240606,200,2219
20240606,300,2256
20240606,400,2272
20240606,500,2274
20240606,600,2364
20240606,700,2574
20240606,800,2944
20240606,900,3338
20240606,1000,3406
20240606,1100,3422
20240606,1200,3409
20240606,1300,3519
20240606,1400,3475
20240606,1500,3497
20240606,1600,3432
20240606,1700,3275
20240606,1800,3236
20240606,1900,3179
20240606,2000,3035
20240606,2100,2872
20240606,2200,2735
20240606,2300,2586
20240607,0,2385
20240607,100,2267
20240607,200,2238
20240607,300,2269
20240607,400,2292
20240607,500,2301
20240607,600,2390
20240607,700,2644
20240607,800,3079
20240607,900,3352
20240607,1000,3449
20240607,1100,3528
20240607,1200,3543
20240607,1300,3563
20240607,1400,3563
20240607,1500,3502
20240607,1600,3416
20240607,1700,3268
20240607,1800,3168
20240607,1900,3109
20240607,2000,2967
20240607,2100,2798
20240607,2200,2679
20240607,2300,2541
20240608,0,2349
20240608,100,2225
20240608,200,2184
20240608,300,2207
20240608,400,2188
20240608,500,2142
20240608,600,2170
20240608,700,2327
20240608,800,2614
20240608,900,2856
20240608,1000,3024
20240608,1100,3102
20240608,1200,3099
20240608,1300,3074
20240608,1400,3022
20240608,1500,2982
20240608,1600,2916
20240608,1700,2837
20240608,1800,2854
20240608,1900,2890
20240608,2000,2778
20240608,2100,2633
20240608,2200,2512
20240608,2300,2392
20240609,0,2230
20240609,100,2119
20240609,200,2095
20240609,300,2127
20240609,400,2126
20240609,500,2097
20240609,600,2103
20240609,700,2210
20240609,800,2340
20240609,900,2519
20240609,1000,2644
20240609,1100,2636
20240609,1200,2737
20240609,1300,2697
20240609,1400,2719
20240609,1500,2706
20240609,1600,2696
20240609,1700,2767
20240609,1800,2848
20240609,1900,2847
20240609,2000,2750
20240609,2100,2622
20240609,2200,2488
20240609,2300,2370
20240610,0,2205
20240610,100,2108
20240610,200,2087
20240610,300,2140
20240610,400,2176
20240610,500,2223
20240610,600,2359
20240610,700,2609
20240610,800,2966
20240610,900,3187
20240610,1000,3264
20240610,1100,3340
20240610,1200,3234
20240610,1300,3334
20240610,1400,3379
20240610,1500,3299
20240610,1600,3290
20240610,1700,3209
20240610,1800,3194
20240610,1900,3138
20240610,2000,2995
20240610,2100,2844
20240610,2200,2711
20240610,2300,2572
20240611,0,2370
20240611,100,2261
20240611,200,2233
20240611,300,2269
20240611,400,2282
20240611,500,2301
20240611,600,2445
20240611,700,2739
20240611,800,3206
20240611,900,3631
20240611,1000,3788
20240611,1100,3878
20240611,1200,3784
20240611,1300,3887
20240611,1400,3849
20240611,1500,3783
20240611,1600,3726
20240611,1700,3564
20240611,1800,3424
20240611,1900,3354
20240611,2000,3189
20240611,2100,3000
20240611,2200,2862
20240611,2300,2700
20240612,0,2490
20240612,100,2344
20240612,200,2303
20240612,300,2329
20240612,400,2337
20240612,500,2346
20240612,600,2495
20240612,700,2832
20240612,800,3327
20240612,900,3707
20240612,1000,3816
20240612,1100,3922
20240612,1200,3889
20240612,1300,4003
20240612,1400,3985
20240612,1500,3923
20240612,1600,3874
20240612,1700,3692
20240612,1800,3544
20240612,1900,3435
20240612,2000,3259
20240612,2100,3059
20240612,2200,2913
20240612,2300,2738
20240613,0,2518
20240613,100,2375
20240613,200,2330
20240613,300,2350
20240613,400,2361
20240613,500,2363
20240613,600,2480
20240613,700,2737
20240613,800,3179
20240613,900,3421
20240613,1000,3438
20240613,1100,3605
20240613,1200,3525
20240613,1300,3577
20240613,1400,3612
20240613,1500,3483
20240613,1600,3476
20240613,1700,3461
20240613,1800,3395
20240613,1900,3327
20240613,2000,3164
20240613,2100,2966
20240613,2200,2821
20240613,2300,2669
20240614,0,2461
20240614,100,2330
20240614,200,2291
20240614,300,2316
20240614,400,2327
20240614,500,2364
20240614,600,2517
20240614,700,2853
20240614,800,3375
20240614,900,3823
20240614,1000,4050
20240614,1100,4169
20240614,1200,4115
20240614,1300,4230
20240614,1400,4235
20240614,1500,4186
20240614,1600,4110
20240614,1700,3870
20240614,1800,3666
20240614,1900,3548
20240614,2000,3350
20240614,2100,3129
20240614,2200,2973
20240614,2300,2785
20240615,0,2557
20240615,100,2389
20240615,200,2336
20240615,300,2339
20240615,400,2311
20240615,500,2264
20240615,600,2337
20240615,700,2553
20240615,800,2880
20240615,900,3195
20240615,1000,3361
20240615,1100,3456
20240615,1200,3471
20240615,1300,3479
20240615,1400,3374
20240615,1500,3271
20240615,1600,3188
20240615,1700,3154
20240615,1800,3163
20240615,1900,3138
20240615,2000,3010
20240615,2100,2850
20240615,2200,2708
20240615,2300,2569
20240616,0,2391
20240616,100,2251
20240616,200,2204
20240616,300,2202
20240616,400,2216
20240616,500,2207
20240616,600,2188
20240616,700,2266
20240616,800,2449
20240616,900,2634
20240616,1000,2872
20240616,1100,3056
20240616,1200,3162
20240616,1300,3186
20240616,1400,3192
20240616,1500,3200
20240616,1600,3192
20240616,1700,3197
20240616,1800,3175
20240616,1900,3196
20240616,2000,3095
20240616,2100,2947
20240616,2200,2787
20240616,2300,2647
20240617,0,2441
20240617,100,2302
20240617,200,2258
20240617,300,2280
20240617,400,2295
20240617,500,2336
20240617,600,2550
20240617,700,2981
20240617,800,3526
20240617,900,3991
20240617,1000,4172
20240617,1100,4109
20240617,1200,4031
20240617,1300,4114
20240617,1400,4027
20240617,1500,3832
20240617,1600,3773
20240617,1700,3663
20240617,1800,3643
20240617,1900,3561
20240617,2000,3397
20240617,2100,3197
20240617,2200,3058
20240617,2300,2878
20240618,0,2644
20240618,100,2474
20240618,200,2408
20240618,300,2396
20240618,400,2423
20240618,500,2467
20240618,600,2576
20240618,700,2830
20240618,800,3180
20240618,900,3447
20240618,1000,3485
20240618,1100,3483
20240618,1200,3346
20240618,1300,3441
20240618,1400,3426
20240618,1500,3360
20240618,1600,3377
20240618,1700,3289
20240618,1800,3254
20240618,1900,3169
20240618,2000,3035
20240618,2100,2873
20240618,2200,2748
20240618,2300,2615
20240619,0,2402
20240619,100,2279
20240619,200,2257
20240619,300,2286
20240619,400,2311
20240619,500,2335
20240619,600,2431
20240619,700,2705
20240619,800,3152
20240619,900,3548
20240619,1000,3738
20240619,1100,3837
20240619,1200,3772
20240619,1300,3901
20240619,1400,3905
20240619,1500,3865
20240619,1600,3828
20240619,1700,3664
20240619,1800,3513
20240619,1900,3412
20240619,2000,3234
20240619,2100,3034
20240619,2200,2887
20240619,2300,2729
20240620,0,2504
20240620,100,2358
20240620,200,2304
20240620,300,2323
20240620,400,2324
20240620,500,2335
20240620,600,2483
20240620,700,2828
20240620,800,3309
20240620,900,3689
20240620,1000,3863
20240620,1100,3951
20240620,1200,3864
20240620,1300,3904
20240620,1400,3834
20240620,1500,3772
20240620,1600,3721
20240620,1700,3568
20240620,1800,3502
20240620,1900,3445
20240620,2000,3279
20240620,2100,3086
20240620,2200,2931
20240620,2300,2773
20240621,0,2545
20240621,100,2399
20240621,200,2350
20240621,300,2372
20240621,400,2390
20240621,500,2423
20240621,600,2565
20240621,700,2819
20240621,800,3207
20240621,900,3505
20240621,1000,3511
20240621,1100,3523
20240621,1200,3384
20240621,1300,3395
20240621,1400,3338
20240621,1500,3246
20240621,1600,3227
20240621,1700,3157
20240621,1800,3128
20240621,1900,3090
20240621,2000,2961
